id,carat,cut,color,clarity,depth,table,x,y,z,price
16058,1.24,Premium,F,VS1,61.5,57.0,6.97,6.86,4.25,9333
16059,0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,3218
16060,0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
16061,1.51,Very Good,J,VVS2,62.6,63.0,7.24,7.29,4.55,8550
16062,0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546
16063,0.52,Ideal,D,VS2,60.3,56.0,5.27,5.24,3.17,1802
16064,0.51,Very Good,F,VVS2,60.3,55.0,5.22,5.26,3.16,2633
16065,0.9,Premium,F,SI2,58.0,57.0,6.41,6.34,3.7,3704
16066,0.9,Very Good,H,VS1,63.5,59.0,6.13,6.1,3.88,4234
16067,0.4,Ideal,I,VS1,62.0,54.0,4.72,4.75,2.94,828
16068,1.06,Very Good,G,SI1,61.3,60.0,6.53,6.55,4.01,5435
16069,0.5,Very Good,D,SI2,63.4,59.0,5.03,5.0,3.18,1243
16070,1.2,Ideal,G,VVS2,62.5,54.4,6.75,6.82,4.24,9785
16071,0.54,Good,H,VS1,63.2,60.0,5.13,5.16,3.25,1361
16072,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,886
16073,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,1244
16074,1.05,Very Good,H,SI1,63.1,60.0,6.49,6.42,4.07,4692
16075,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
16076,0.25,Good,E,VS1,63.3,60.0,3.99,4.04,2.54,361
16077,1.01,Very Good,G,VS1,60.9,60.0,6.47,6.43,3.93,6669
16078,0.6,Fair,G,VVS2,57.9,67.0,5.66,5.47,3.23,2167
16079,0.4,Very Good,F,VVS2,62.8,56.0,4.69,4.73,2.96,1088
16080,0.31,Ideal,J,VVS2,60.3,60.0,4.4,4.45,2.67,476
16081,0.5,Very Good,E,SI1,61.4,63.0,5.1,5.06,3.12,1238
16082,0.38,Ideal,F,VVS2,62.7,56.0,4.64,4.61,2.9,1104
16083,1.16,Ideal,E,SI2,59.9,57.0,6.8,6.82,4.08,5001
16084,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4103
16085,0.3,Ideal,F,SI1,62.2,54.2,4.31,4.34,2.69,499
16086,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1154
16087,1.25,Ideal,E,SI2,62.3,58.0,6.86,6.89,4.28,7289
16088,0.9,Very Good,J,VS2,61.9,59.0,6.14,6.2,3.82,3119
16089,0.32,Ideal,H,VVS1,62.1,54.0,4.4,4.42,2.74,730
16090,0.31,Ideal,D,SI1,61.7,56.0,4.35,4.37,2.69,541
16091,0.53,Premium,E,SI2,62.2,57.0,5.2,5.16,3.22,984
16092,0.53,Very Good,E,SI1,61.6,58.0,5.19,5.23,3.21,1395
16093,1.5,Ideal,J,VS2,61.6,58.0,7.33,7.38,4.53,7515
16094,1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,6838
16095,0.4,Ideal,D,SI2,61.3,56.0,4.77,4.72,2.91,798
16096,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.23,3.22,2225
16097,1.5,Good,I,VS2,61.3,61.0,7.31,7.38,4.5,8920
16098,0.41,Ideal,D,SI2,62.6,55.0,4.76,4.8,2.99,683
16099,0.54,Ideal,D,VS2,61.2,56.0,5.29,5.23,3.22,1939
16100,0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,2978
16101,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4032
16102,0.3,Ideal,E,VS2,62.0,56.0,4.31,4.34,2.68,658
16103,0.67,Very Good,F,VS2,59.4,59.5,5.7,5.76,3.4,2309
16104,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2919
16105,0.38,Very Good,G,VS2,60.4,57.0,4.67,4.7,2.83,766
16106,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
16107,0.78,Very Good,H,SI2,63.5,56.0,5.82,5.86,3.71,2265
16108,1.59,Ideal,I,SI2,61.6,57.0,7.56,7.51,4.64,7978
16109,1.25,Very Good,G,VS1,60.7,56.0,6.93,7.01,4.23,9116
16110,1.26,Very Good,I,VS1,59.2,60.0,7.09,7.02,4.18,6855
16111,0.52,Ideal,E,VS2,61.2,56.0,5.23,5.16,3.18,1815
16112,0.34,Premium,E,VS2,60.9,60.0,4.51,4.49,2.74,956
16113,1.2,Good,I,VS1,61.7,62.0,6.65,6.74,4.13,5818
16114,0.38,Very Good,F,VS2,59.7,57.0,4.73,4.79,2.84,752
16115,0.5,Ideal,D,SI2,62.4,56.0,5.06,5.1,3.17,1239
16116,0.24,Good,E,VVS1,63.8,56.0,3.95,3.98,2.53,499
16117,1.01,Very Good,F,VS2,61.0,59.0,6.39,6.46,3.92,5560
16118,0.41,Ideal,F,VS2,62.6,57.0,4.79,4.76,2.99,1107
16119,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,645
16120,0.73,Good,F,VVS2,58.2,63.0,5.87,6.01,3.46,3166
16121,0.36,Ideal,E,VS1,62.0,56.0,4.57,4.59,2.84,852
16122,0.7,Ideal,I,SI1,61.8,57.0,5.67,5.72,3.52,2436
16123,1.13,Ideal,D,VS1,61.2,57.0,6.7,6.72,4.1,11477
16124,0.9,Very Good,F,SI1,63.1,58.0,6.09,6.15,3.86,3624
16125,0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436
16126,1.06,Premium,G,VS2,60.9,57.0,6.65,6.61,4.04,6582
16127,0.34,Ideal,F,SI2,61.9,57.0,4.5,4.52,2.79,438
16128,0.81,Very Good,G,SI2,63.4,58.0,5.87,5.92,3.74,2545
16129,0.34,Ideal,G,SI1,62.7,57.0,4.48,4.51,2.82,473
16130,0.33,Ideal,D,VS2,62.1,54.0,4.46,4.43,2.76,1002
16131,1.11,Ideal,F,VS2,62.2,54.0,6.62,6.69,4.14,9144
16132,1.76,Very Good,H,SI1,62.6,58.0,7.7,7.66,4.81,12361
16133,0.53,Ideal,I,VS2,62.1,54.0,5.2,5.24,3.24,1046
16134,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544
16135,0.35,Premium,F,VS2,61.8,58.0,4.52,4.48,2.78,906
16136,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,486
16137,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2310
16138,0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907
16139,1.76,Premium,E,SI2,62.1,58.0,7.7,7.62,4.74,9580
16140,0.51,Premium,E,VS2,62.5,59.0,5.06,5.11,3.18,1656
16141,1.51,Very Good,G,VS2,61.5,59.0,7.34,7.38,4.53,11640
16142,1.0,Premium,E,VS2,61.5,58.0,6.42,6.39,3.94,6720
16143,0.32,Very Good,J,SI1,62.3,57.0,4.33,4.44,2.73,389
16144,0.35,Ideal,E,VVS1,60.7,57.0,4.57,4.53,2.76,1116
16145,0.83,Premium,H,SI1,58.6,61.0,6.2,6.16,3.62,2613
16146,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,565
16147,0.32,Very Good,J,SI1,61.6,58.0,4.36,4.4,2.7,374
16148,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,694
16149,0.42,Ideal,D,VVS1,62.8,56.0,4.8,4.76,3.0,1621
16150,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73,6757
16151,1.3,Premium,H,VS1,61.5,58.0,6.98,6.96,4.29,7855
16152,0.91,Fair,I,SI2,65.0,58.0,6.05,6.02,3.92,2129
16153,0.3,Ideal,G,VVS1,62.0,55.0,4.34,4.31,2.68,1013
16154,1.15,Premium,D,SI1,61.1,53.0,6.83,6.76,4.15,7213
16155,0.61,Ideal,H,VS2,62.0,53.0,5.47,5.49,3.4,1591
16156,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
16157,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,4250
16158,0.42,Very Good,E,VS2,62.8,59.0,4.76,4.8,3.0,958
16159,0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76,817
16160,0.4,Very Good,D,VS2,61.6,59.0,4.7,4.75,2.91,881
16161,0.26,Very Good,F,VS1,60.4,56.0,4.14,4.16,2.51,499
16162,0.38,Ideal,H,VS1,62.4,53.0,4.67,4.69,2.92,754
16163,0.32,Ideal,E,VVS2,61.0,55.0,4.43,4.45,2.71,808
16164,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1629
16165,0.71,Ideal,E,VS2,62.0,55.0,5.7,5.75,3.55,3247
16166,2.04,Premium,G,SI1,60.7,62.0,8.3,8.15,4.96,15217
16167,0.71,Ideal,G,SI1,61.5,57.0,5.74,5.78,3.54,2345
16168,0.71,Very Good,H,IF,63.0,57.0,5.63,5.7,3.57,3112
16169,0.6,Ideal,D,VVS2,61.9,55.0,5.41,5.45,3.36,3382
16170,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,7463
16171,0.41,Ideal,F,VVS2,61.4,57.0,4.77,4.81,2.94,1323
16172,2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257
16173,1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,4743
16174,1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17,7140
16175,1.52,Good,H,SI1,63.8,60.0,7.24,7.3,4.64,9898
16176,1.26,Ideal,J,SI2,62.5,53.0,6.86,6.9,4.3,4656
16177,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,680
16178,1.01,Very Good,H,SI1,62.9,56.0,6.34,6.41,4.01,5433
16179,1.05,Premium,E,SI2,60.3,61.0,6.62,6.57,3.98,5400
16180,0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,2488
16181,0.3,Very Good,G,SI1,60.1,58.0,4.31,4.34,2.6,413
16182,0.92,Very Good,F,SI1,62.7,57.0,6.14,6.2,3.87,4037
16183,0.91,Very Good,G,SI1,63.1,63.0,6.16,6.11,3.87,3445
16184,0.31,Premium,H,VS1,59.9,59.0,4.4,4.38,2.63,698
16185,0.55,Premium,G,VS2,61.5,61.0,5.27,5.23,3.23,1645
16186,0.59,Ideal,I,SI1,61.7,55.0,5.41,5.39,3.33,1352
16187,0.54,Ideal,F,VVS2,62.1,54.0,5.24,5.26,3.26,2180
16188,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23,2041
16189,0.51,Fair,H,VS1,55.5,64.0,5.44,5.4,3.01,1234
16190,0.4,Premium,G,IF,59.8,58.0,4.79,4.85,2.88,1333
16191,2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169
16192,0.71,Fair,F,VS1,57.3,67.0,5.96,5.76,3.36,2707
16193,0.3,Good,H,VS1,63.2,56.0,4.25,4.29,2.7,526
16194,0.5,Ideal,F,VVS2,60.5,56.0,5.15,5.09,3.1,2210
16195,1.3,Very Good,H,VS2,62.5,59.0,6.93,6.96,4.34,7092
16196,0.4,Good,D,SI2,63.9,53.0,4.68,4.71,3.0,622
16197,0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55,3234
16198,0.71,Ideal,G,SI2,61.1,56.0,5.75,5.77,3.52,2264
16199,1.23,Premium,G,VS2,62.0,59.0,6.87,6.8,4.24,8431
16200,1.15,Good,H,VS1,64.3,54.0,6.66,6.62,4.27,5935
16201,0.87,Ideal,D,SI2,61.4,54.0,6.15,6.2,3.79,4012
16202,0.52,Ideal,F,VVS1,60.9,57.0,5.2,5.25,3.18,2188
16203,1.0,Good,G,VS2,63.7,57.0,6.32,6.28,4.01,5484
16204,0.35,Very Good,H,VS2,61.8,56.0,4.54,4.58,2.82,552
16205,0.3,Premium,J,VS1,62.6,58.0,4.28,4.31,2.69,394
16206,1.12,Ideal,G,VS1,61.6,55.0,6.69,6.72,4.13,7716
16207,1.01,Very Good,F,SI1,62.8,60.0,6.32,6.38,3.99,5010
16208,0.35,Ideal,G,VS1,61.3,54.0,4.58,4.63,2.83,741
16209,0.38,Very Good,I,IF,59.5,57.0,4.72,4.76,2.82,988
16210,0.34,Very Good,E,VS1,62.3,53.0,4.47,4.52,2.8,784
16211,0.28,Ideal,I,VS1,62.5,54.0,4.18,4.23,2.63,448
16212,1.04,Very Good,G,SI2,60.3,62.0,6.5,6.56,3.94,4084
16213,1.01,Very Good,E,VS1,57.7,62.0,6.57,6.63,3.81,8668
16214,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1614
16215,1.55,Premium,H,SI1,60.7,58.0,7.5,7.46,4.54,9763
16216,0.35,Premium,H,VS1,61.3,59.0,4.57,4.54,2.79,788
16217,0.71,Ideal,I,VVS2,60.6,57.0,5.73,5.78,3.49,2463
16218,0.92,Ideal,E,SI2,62.1,53.0,6.22,6.25,3.87,4011
16219,0.9,Premium,E,SI1,62.7,60.0,6.13,6.03,3.81,4443
16220,0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,608
16221,0.29,Very Good,F,VVS2,62.7,58.0,4.22,4.26,2.66,664
16222,1.0,Good,F,SI1,62.5,57.0,6.28,6.39,3.96,4504
16223,0.4,Good,G,IF,59.7,62.0,4.75,4.8,2.85,1120
16224,0.4,Very Good,G,VVS2,58.9,58.0,4.8,4.84,2.84,982
16225,1.02,Premium,F,SI1,59.2,58.0,6.53,6.5,3.86,5038
16226,0.9,Ideal,F,SI2,62.4,57.0,6.23,6.15,3.86,3881
16227,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,2829
16228,0.3,Ideal,G,VS2,62.0,56.0,4.29,4.32,2.67,503
16229,1.53,Ideal,G,VVS2,61.0,55.0,7.5,7.44,4.56,15505
16230,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,7655
16231,0.61,Ideal,G,SI2,59.5,57.0,5.55,5.51,3.29,1228
16232,0.4,Very Good,J,SI1,58.9,59.0,4.84,4.87,2.86,603
16233,0.53,Ideal,D,VS2,60.2,55.0,5.26,5.3,3.18,1610
16234,1.13,Ideal,H,SI1,61.5,56.0,6.69,6.71,4.12,6075
16235,0.32,Premium,E,VS2,60.5,58.0,4.48,4.44,2.7,900
16236,0.52,Ideal,D,VS2,61.7,56.0,5.18,5.16,3.19,1919
16237,0.26,Ideal,D,VS1,62.0,55.0,4.1,4.12,2.55,452
16238,1.54,Ideal,I,VS1,61.3,55.0,7.39,7.47,4.56,12401
16239,0.33,Ideal,D,SI2,62.0,57.0,4.46,4.45,2.76,631
16240,0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,651
16241,0.44,Very Good,I,VS1,62.8,56.0,4.83,4.88,3.05,810
16242,0.3,Ideal,F,VVS1,61.8,54.0,4.34,4.36,2.69,857
16243,0.54,Premium,E,SI1,60.2,58.0,5.27,5.3,3.18,1361
16244,0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,641
16245,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
16246,0.51,Very Good,D,SI1,62.3,63.0,5.08,5.03,3.15,1387
16247,0.51,Premium,H,SI1,60.0,61.0,5.2,5.17,3.11,1163
16248,1.68,Ideal,H,SI1,61.9,56.0,7.63,7.72,4.75,13375
16249,0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,1579
16250,0.41,Ideal,E,VS1,62.7,57.0,4.76,4.72,2.97,1153
16251,1.06,Very Good,I,SI1,60.2,59.0,6.62,6.67,4.0,4507
16252,0.31,Premium,G,VS1,58.2,61.0,4.45,4.42,2.58,749
16253,0.38,Ideal,E,VS1,62.6,53.5,4.61,4.66,2.9,979
16254,0.7,Fair,H,VS1,59.6,66.0,5.8,5.74,3.44,2395
16255,1.5,Premium,F,VS1,62.3,58.0,7.33,7.28,4.55,15291
16256,0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
16257,1.19,Very Good,E,VS2,59.2,60.0,6.93,6.95,4.11,7152
16258,0.54,Ideal,E,SI2,62.1,56.0,5.22,5.18,3.23,1250
16259,0.42,Ideal,E,VVS2,61.8,56.0,4.8,4.78,2.96,1273
16260,0.77,Premium,G,VS1,61.4,58.0,5.94,5.89,3.63,2846
16261,0.4,Ideal,E,VS1,61.2,55.0,4.79,4.76,2.92,1005
16262,0.24,Very Good,E,VVS2,60.9,58.0,4.03,4.05,2.46,552
16263,0.54,Ideal,F,VS1,61.1,57.0,5.28,5.3,3.23,1774
16264,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,900
16265,0.71,Premium,D,SI1,61.4,58.0,5.79,5.75,3.54,2863
16266,1.12,Premium,G,SI2,61.0,60.0,6.7,6.64,4.07,3838
16267,0.9,Good,E,SI2,63.4,62.0,6.0,6.02,3.81,3139
16268,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,17666
16269,1.01,Good,H,SI1,60.5,56.0,6.43,6.49,3.91,4475
16270,0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,3083
16271,0.27,Ideal,H,VS2,60.5,57.0,4.17,4.19,2.53,397
16272,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
16273,0.33,Ideal,I,SI2,61.2,56.0,4.49,4.5,2.75,403
16274,0.34,Premium,E,VS1,58.0,60.0,4.63,4.61,2.68,757
16275,0.41,Ideal,H,VS1,61.8,56.0,4.77,4.81,2.96,827
16276,0.75,Ideal,G,VS2,60.6,55.0,5.91,5.93,3.59,2991
16277,0.7,Very Good,G,SI1,62.1,56.0,5.64,5.67,3.51,2175
16278,1.21,Ideal,G,SI1,62.1,57.0,6.79,6.83,4.23,6958
16279,0.71,Premium,D,SI1,58.1,61.0,5.81,5.79,3.37,2249
16280,0.77,Premium,F,SI2,61.6,58.0,5.9,5.88,3.63,2247
16281,0.38,Very Good,E,VVS1,60.0,59.0,4.66,4.68,2.8,1053
16282,1.0,Very Good,D,SI1,63.2,60.0,6.31,6.35,4.0,5851
16283,0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,1181
16284,1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52,7773
16285,1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96,4869
16286,1.11,Very Good,E,SI2,61.6,61.0,6.61,6.66,4.09,4102
16287,1.01,Very Good,E,SI2,60.0,60.0,6.57,6.49,3.92,4540
16288,0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599
16289,1.11,Premium,F,VS2,61.9,58.0,6.7,6.64,4.13,7371
16290,1.01,Premium,D,VVS2,60.2,58.0,6.57,6.51,3.94,10147
16291,0.58,Good,E,VS1,61.5,61.9,5.3,5.34,3.27,2041
16292,1.5,Very Good,H,SI1,62.0,63.0,7.24,7.19,4.47,7459
16293,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,1792
16294,0.32,Premium,I,SI1,59.9,61.0,4.47,4.44,2.67,540
16295,0.5,Premium,G,VVS1,61.0,60.0,5.12,5.08,3.11,2070
16296,1.72,Ideal,G,VS2,62.8,57.0,7.65,7.58,4.78,12830
16297,0.6,Ideal,E,VS2,62.3,53.8,5.41,5.45,3.38,2137
16298,0.5,Premium,E,VS2,61.4,59.0,5.13,5.09,3.14,1746
16299,1.03,Ideal,D,SI1,61.9,57.0,6.52,6.54,4.04,6250
16300,0.34,Ideal,F,VS1,61.7,55.0,4.51,4.53,2.79,764
16301,0.59,Very Good,H,SI1,62.8,56.0,5.35,5.38,3.37,1283
16302,0.32,Ideal,G,IF,61.8,55.0,4.38,4.42,2.72,898
16303,1.05,Very Good,F,SI1,59.7,60.0,6.63,6.71,3.98,5666
16304,1.01,Ideal,G,VS1,62.4,58.0,6.43,6.39,4.0,6951
16305,0.64,Very Good,G,VS2,62.7,59.0,5.44,5.5,3.43,1873
16306,0.35,Premium,F,SI1,60.2,58.0,4.6,4.54,2.75,748
16307,0.73,Fair,H,I1,66.2,56.0,5.62,5.46,3.69,1104
16308,1.01,Good,E,VS2,65.4,56.0,6.18,6.23,4.06,6004
16309,1.74,Premium,J,SI2,59.7,57.0,7.88,7.8,4.68,8690
16310,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,693
16311,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,9532
16312,1.01,Good,D,VS2,64.0,58.0,6.3,6.24,4.01,6176
16313,0.23,Premium,H,VVS2,59.2,61.0,4.04,4.0,2.38,500
16314,0.38,Ideal,D,VVS1,61.3,56.0,4.65,4.71,2.87,1400
16315,1.56,Premium,E,VS2,61.5,58.0,7.47,7.43,4.58,12156
16316,0.35,Ideal,I,VVS2,62.3,57.0,4.53,4.49,2.81,788
16317,0.7,Ideal,H,SI1,61.2,58.0,5.74,5.77,3.52,2138
16318,0.71,Premium,H,VS2,60.9,58.0,5.72,5.77,3.5,2363
16319,1.5,Premium,F,VS2,61.3,58.0,7.36,7.31,4.5,13506
16320,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,844
16321,1.52,Premium,G,VVS1,62.7,59.0,7.32,7.35,4.6,12498
16322,1.0,Very Good,E,SI2,62.9,60.0,6.3,6.35,3.98,4781
16323,0.83,Good,G,VS2,63.7,60.9,5.84,5.92,3.75,3195
16324,1.12,Ideal,E,VVS2,60.6,57.0,6.77,6.66,4.07,10769
16325,1.3,Premium,I,SI1,58.1,59.0,7.19,7.16,4.17,6188
16326,0.42,Ideal,H,IF,61.6,56.0,4.84,4.87,2.99,1126
16327,1.01,Ideal,J,SI2,61.6,55.0,6.5,6.45,3.99,3801
16328,1.58,Very Good,H,SI2,62.4,57.0,7.36,7.45,4.62,8620
16329,1.01,Ideal,E,I1,62.0,57.0,6.41,6.37,3.96,3450
16330,0.26,Ideal,H,VS1,62.2,55.0,4.12,4.14,2.57,482
16331,0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,555
16332,0.33,Good,D,SI1,63.1,55.0,4.42,4.46,2.8,567
16333,0.73,Ideal,D,VVS2,62.2,56.0,5.79,5.73,3.58,4252
16334,0.32,Ideal,G,VS2,61.8,57.0,4.42,4.38,2.72,720
16335,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2282
16336,0.25,Premium,E,VS1,60.7,59.0,4.11,4.13,2.5,435
16337,1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187
16338,1.0,Very Good,G,SI1,59.3,63.0,6.44,6.48,3.83,4741
16339,0.8,Ideal,F,VS2,62.1,56.0,5.93,5.98,3.7,4043
16340,0.53,Ideal,G,VS1,62.6,54.0,5.16,5.19,3.24,1721
16341,0.41,Ideal,F,IF,61.4,58.0,4.78,4.83,2.95,1439
16342,1.01,Premium,F,SI1,62.9,59.0,6.38,6.31,3.99,5288
16343,0.3,Premium,H,VS2,61.8,60.0,4.26,4.31,2.65,473
16344,1.55,Ideal,H,IF,61.4,57.0,7.47,7.42,4.57,13544
16345,0.41,Ideal,J,VS1,62.2,55.0,4.76,4.79,2.97,604
16346,1.21,Premium,I,VS1,61.9,58.0,6.76,6.81,4.2,5739
16347,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
16348,0.51,Ideal,D,VVS2,61.7,56.0,5.14,5.16,3.18,2718
16349,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
16350,2.01,Fair,I,SI2,66.9,58.0,7.93,7.69,5.21,10711
16351,1.62,Very Good,H,SI1,62.2,58.0,7.46,7.5,4.65,11351
16352,1.01,Ideal,G,VS1,62.4,56.0,6.44,6.39,4.0,6794
16353,1.64,Good,G,SI2,63.8,58.0,7.45,7.41,4.74,7154
16354,1.5,Very Good,H,SI1,58.8,63.0,7.42,7.38,4.35,9573
16355,0.4,Ideal,E,VS2,60.9,56.0,4.78,4.81,2.92,904
16356,0.43,Very Good,I,SI2,61.5,54.0,4.86,4.89,3.0,691
16357,0.32,Premium,E,VVS1,60.5,58.0,4.47,4.42,2.69,1020
16358,0.39,Very Good,E,I1,62.8,57.0,4.61,4.66,2.91,511
16359,2.33,Premium,J,SI1,59.9,59.0,8.7,8.65,5.2,14711
16360,1.21,Ideal,I,VVS2,62.7,56.0,6.8,6.83,4.27,7002
16361,1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,6479
16362,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1233
16363,1.6,Ideal,F,SI2,61.7,56.0,7.53,7.5,4.64,10662
16364,1.06,Ideal,G,SI2,61.0,56.0,6.62,6.56,4.02,3321
16365,0.3,Ideal,F,IF,62.4,56.0,4.26,4.3,2.67,886
16366,0.45,Ideal,E,VVS2,61.9,56.0,4.95,4.91,3.05,1401
16367,0.33,Ideal,D,VVS1,60.5,56.0,4.5,4.53,2.73,1257
16368,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1418
16369,1.21,Premium,D,SI2,62.5,57.0,6.79,6.71,4.22,6505
16370,0.3,Very Good,E,SI1,61.9,58.0,4.27,4.33,2.66,526
16371,0.33,Ideal,G,VVS2,61.7,55.0,4.42,4.46,2.74,752
16372,0.5,Premium,D,SI1,62.4,60.0,5.07,5.09,3.17,1436
16373,0.52,Ideal,F,IF,60.6,57.0,5.22,5.21,3.16,2598
16374,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403
16375,0.41,Ideal,E,VS1,61.7,55.0,4.75,4.78,2.94,1079
16376,0.72,Very Good,E,VVS2,62.0,58.0,5.71,5.74,3.55,3719
16377,0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661
16378,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01,16778
16379,1.53,Ideal,H,VVS2,61.9,57.0,7.35,7.39,4.56,12731
16380,1.01,Premium,G,VS2,60.7,60.0,6.49,6.45,3.93,5864
16381,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896
16382,0.31,Very Good,F,VS2,61.4,55.0,4.32,4.34,2.66,625
16383,0.33,Very Good,I,SI1,62.8,58.0,4.39,4.43,2.77,445
16384,0.39,Ideal,H,VS2,61.6,56.0,4.68,4.71,2.89,788
16385,1.7,Ideal,H,SI2,61.9,59.0,7.59,7.67,4.72,9864
16386,0.32,Premium,D,SI1,60.8,58.0,4.44,4.41,2.69,756
16387,1.01,Good,D,SI1,61.7,62.0,6.3,6.34,3.9,5443
16388,1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,4853
16389,0.9,Ideal,F,SI2,62.3,57.0,6.19,6.17,3.85,3679
16390,0.28,Very Good,F,IF,59.8,56.0,4.27,4.29,2.56,787
16391,0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1,1076
16392,0.38,Ideal,E,VVS2,61.6,55.0,4.67,4.72,2.89,1100
16393,0.3,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72,610
16394,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2480
16395,1.0,Good,E,SI1,57.2,62.0,6.59,6.56,3.76,5345
16396,0.31,Ideal,H,VS2,62.6,57.0,4.31,4.35,2.71,489
16397,1.52,Premium,I,VS2,61.7,61.0,7.35,7.3,4.52,6793
16398,1.0,Very Good,F,SI1,63.5,56.0,6.28,6.35,4.01,5122
16399,0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,1607
16400,1.72,Premium,H,SI1,62.2,59.0,7.62,7.55,4.72,9551
16401,0.5,Very Good,E,VS2,63.5,58.0,5.07,5.04,3.21,1629
16402,0.7,Good,G,SI1,61.8,62.0,5.68,5.72,3.52,2155
16403,1.01,Premium,I,SI1,62.3,58.0,6.44,6.4,4.0,4355
